MID-SIZE,3.6,6,AS8,X,12.9,8.2,10.8,26.0,248.0
MID-SIZE,2.0,4,AS6,Z,12.6,8.5,10.8,26.0,248.0
MID-SIZE,3.6,6,AS6,X,13.1,9.0,11.3,25.0,260.0
MID-SIZE,3.6,6,AS8,Z,15.1,9.9,12.8,22.0,294.0
STATION WAGON - SMALL,3.0,6,AS6,X,12.7,8.9,11.0,26.0,253.0
STATION WAGON - SMALL,3.6,6,AS6,X,13.3,8.9,11.3,25.0,260.0
STATION WAGON - SMALL,3.0,6,AS6,X,12.8,9.1,11.1,25.0,255.0
STATION WAGON - SMALL,3.6,6,AS6,X,13.3,9.0,11.4,25.0,262.0
MID-SIZE,6.2,8,AS6,Z,19.7,12.9,16.6,17.0,382.0
MID-SIZE,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0
MID-SIZE,6.2,8,AS6,Z,19.7,12.9,16.6,17.0,382.0
MID-SIZE,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0
STATION WAGON - SMALL,6.2,8,AS6,Z,19.7,12.9,16.6,17.0,382.0
STATION WAGON - SMALL,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0
SUV - STANDARD,6.2,8,A6,Z,17.0,11.8,14.7,19.0,338.0
SUV - STANDARD,6.2,8,A6,E,23.3,16.1,20.1,14.0,322.0
SUV - STANDARD,6.2,8,A6,Z,18.8,13.4,16.4,17.0,377.0
SUV - STANDARD,6.2,8,A6,E,25.7,17.8,22.1,13.0,354.0
SUV - STANDARD,3.6,6,AS6,X,14.3,9.8,12.3,23.0,283.0
SUV - STANDARD,3.6,6,AS6,X,14.8,10.4,12.8,22.0,294.0
FULL-SIZE,3.6,6,AS6,X,13.6,8.6,11.4,25.0,262.0
FULL-SIZE,3.6,6,AS6,X,14.0,9.1,11.8,24.0,271.0
FULL-SIZE,3.6,6,AS6,Z,14.8,9.8,12.6,22.0,290.0
COMPACT,3.6,6,AS6,X,13.2,8.7,11.2,25.0,258.0
COMPACT,3.6,6,M6,X,14.2,8.6,11.7,24.0,269.0
COMPACT,3.6,6,AS6,X,12.7,7.9,10.5,27.0,242.0
COMPACT,6.2,8,AS6,Z,15.3,9.8,12.8,22.0,294.0
COMPACT,6.2,8,M6,Z,15.0,9.9,12.7,22.0,292.0
COMPACT,6.2,8,AS6,Z,19.7,12.9,16.6,17.0,382.0
COMPACT,6.2,8,M6,Z,16.7,12.5,14.8,19.0,340.0
TWO-SEATER,6.2,8,AS6,Z,14.9,8.5,12.0,24.0,276.0
MID-SIZE,1.4,4,AS6,X,9.1,6.3,7.8,36.0,179.0
MID-SIZE,1.4,4,M6,X,9.1,6.3,7.8,36.0,179.0
MID-SIZE,1.8,4,AS6,X,10.5,6.7,8.8,32.0,202.0
MID-SIZE,1.8,4,M6,X,9.5,6.5,8.2,34.0,189.0
MID-SIZE,2.0,4,AS6,D,8.7,5.1,7.1,40.0,192.0
MID-SIZE,1.4,4,A6,X,9.1,6.0,7.7,37.0,177.0
MID-SIZE,1.4,4,M6,X,8.4,5.6,7.1,40.0,163.0
SUV - SMALL,2.4,4,A6,X,10.5,7.3,9.1,31.0,209.0
SUV - SMALL,3.6,6,A6,X,13.9,9.6,12.0,24.0,276.0
SUV - SMALL,3.6,6,A6,E,18.8,13.1,16.2,17.0,259.0
SUV - SMALL,2.4,4,A6,X,11.5,8.2,10.0,28.0,230.0
SUV - SMALL,3.6,6,A6,X,14.8,9.9,12.6,22.0,290.0
SUV - SMALL,3.6,6,A6,E,19.8,13.6,17.0,17.0,272.0
VAN - CARGO,4.3,6,A4,X,17.1,12.7,15.1,19.0,347.0
VAN - CARGO,5.3,8,A4,X,18.0,13.4,15.9,18.0,366.0
VAN - CARGO,5.3,8,A4,E,23.5,17.7,20.9,14.0,334.0
VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17.0,380.0
VAN - CARGO,5.3,8,A4,E,23.7,18.8,21.5,13.0,344.0
VAN - CARGO,5.3,8,A4,X,18.6,13.9,16.5,17.0,380.0
VAN - CARGO,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0
VAN - CARGO,5.3,8,A4,X,18.3,14.2,16.5,17.0,380.0
VAN - CARGO,5.3,8,A4,E,25.3,19.3,22.6,12.0,362.0
VAN - PASSENGER,5.3,8,A4,X,18.6,13.9,16.5,17.0,380.0
VAN - PASSENGER,5.3,8,A4,E,23.9,18.5,21.5,13.0,344.0
VAN - PASSENGER,5.3,8,A4,X,18.3,14.2,16.5,17.0,380.0
VAN - PASSENGER,5.3,8,A4,E,25.3,19.3,22.6,12.0,362.0
VAN - PASSENGER,4.8,8,A6,X,21.1,14.2,18.0,16.0,414.0
VAN - PASSENGER,6.0,8,A6,X,21.9,15.0,18.8,15.0,432.0
VAN - PASSENGER,6.0,8,A6,E,30.0,20.4,25.7,11.0,411.0
VAN - PASSENGER,4.8,8,A6,X,21.3,14.3,18.2,16.0,419.0
VAN - PASSENGER,6.0,8,A6,X,22.1,15.0,18.9,15.0,435.0
VAN - PASSENGER,6.0,8,A6,E,30.2,20.5,25.8,11.0,413.0
FULL-SIZE,2.5,4,AS6,X,11.3,7.5,9.6,29.0,221.0
FULL-SIZE,3.6,6,AS6,X,12.6,8.2,10.6,27.0,244.0
FULL-SIZE,3.6,6,AS6,E,16.7,11.3,14.3,20.0,229.0
FULL-SIZE,2.4,4,AS6,X,10.0,7.0,8.7,32.0,200.0
MID-SIZE,2.0,4,AS6,Z,11.5,7.9,9.9,29.0,228.0
MID-SIZE,2.5,4,AS6,X,9.3,6.4,8.0,35.0,184.0
SUV - SMALL,2.4,4,AS6,X,12.2,8.6,10.6,27.0,244.0
SUV - SMALL,2.4,4,M6,X,11.8,8.3,10.2,28.0,235.0
PICKUP TRUCK - STANDARD,4.3,6,A6,X,13.4,9.9,11.8,24.0,271.0
PICKUP TRUCK - STANDARD,4.3,6,A6,E,18.9,14.2,16.8,17.0,269.0
PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.6,10.3,12.7,22.0,292.0
PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.5,13.7,16.9,17.0,270.0
PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.3,11.4,14.1,20.0,324.0
PICKUP TRUCK - STANDARD,4.3,6,A6,X,14.2,10.6,12.6,22.0,290.0
PICKUP TRUCK - STANDARD,4.3,6,A6,E,20.0,15.1,17.8,16.0,285.0
PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.9,10.6,13.0,22.0,299.0
PICKUP TRUCK - STANDARD,5.3,8,A6,E,19.9,14.2,17.3,16.0,277.0
PICKUP TRUCK - STANDARD,6.2,8,A6,Z,16.4,11.7,14.3,20.0,329.0
COMPACT,1.4,4,AS6,X,9.1,6.7,8.0,35.0,184.0
COMPACT,1.4,4,M6,X,8.5,6.2,7.5,38.0,173.0
COMPACT,1.8,4,AS6,X,9.6,6.6,8.3,34.0,191.0
COMPACT,1.8,4,M5,X,8.9,6.7,7.9,36.0,182.0
COMPACT,1.4,4,AS6,X,9.4,7.0,8.3,34.0,191.0
COMPACT,1.4,4,M6,X,8.8,7.0,8.0,35.0,184.0
MID-SIZE,1.4,4,AS6,X,9.1,6.7,8.0,35.0,184.0
MID-SIZE,1.4,4,M6,X,8.5,6.2,7.5,38.0,172.0
MID-SIZE,1.8,4,AS6,X,9.6,6.6,8.3,34.0,191.0
MID-SIZE,1.8,4,M5,X,8.9,6.7,7.9,36.0,182.0
MID-SIZE,1.4,4,AS6,X,9.4,7.0,8.3,34.0,191.0
MID-SIZE,1.4,4,M6,X,8.8,7.0,8.0,35.0,184.0
SUBCOMPACT,1.2,4,M5,X,7.6,6.0,6.9,41.0,159.0
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
SUV - STANDARD,5.3,8,A6,X,16.0,11.1,13.8,20.0,317.0
SUV - STANDARD,5.3,8,A6,E,21.5,14.6,18.4,15.0,294.0
SUV - STANDARD,3.6,6,A6,X,14.3,9.9,12.3,23.0,283.0
SUV - STANDARD,3.6,6,A6,X,14.6,10.2,12.6,22.0,290.0
SUV - SMALL,1.4,4,AS6,X,9.4,7.1,8.4,34.0,193.0
SUV - SMALL,1.4,4,M6,X,9.1,6.8,8.1,35.0,186.0
SUV - SMALL,1.4,4,AS6,X,10.0,7.8,9.0,31.0,207.0
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27.0,237.0
COMPACT,2.4,4,A4,X,11.7,8.2,10.1,28.0,232.0
COMPACT,2.4,4,A6,X,12.9,8.1,10.7,26.0,246.0
COMPACT,3.6,6,A6,X,12.5,8.1,10.5,27.0,242.0
COMPACT,3.6,6,A6,E,17.0,11.2,14.4,20.0,230.0
MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29.0,225.0
MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28.0,230.0
MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27.0,242.0
MID-SIZE,3.6,6,A6,E,17.0,11.2,14.4,20.0,230.0
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26.0,251.0
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26.0,251.0
FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19.0,237.0
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27.0,237.0
FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,222.0
MINIVAN,3.6,6,A6,X,14.1,9.5,12.0,24.0,276.0
MINIVAN,3.6,6,A6,E,19.7,13.3,16.8,17.0,269.0
MID-SIZE,2.4,4,A4,X,11.2,8.0,9.8,29.0,225.0
MID-SIZE,2.4,4,A6,X,12.0,7.6,10.0,28.0,230.0
MID-SIZE,3.6,6,A6,X,12.5,8.1,10.5,27.0,242.0
MID-SIZE,3.6,6,A6,E,17.0,11.2,14.4,20.0,230.0
MID-SIZE,5.7,8,M6,X,15.6,10.0,13.1,22.0,301.0
MID-SIZE,6.4,8,M6,Z,16.8,10.4,13.9,20.0,320.0
FULL-SIZE,3.6,6,A8,X,12.4,7.7,10.3,27.0,237.0
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26.0,251.0
FULL-SIZE,3.6,6,A8,X,12.8,8.6,10.9,26.0,251.0
FULL-SIZE,3.6,6,A8,E,17.3,11.7,14.8,19.0,237.0
FULL-SIZE,3.6,6,A8,X,12.3,7.6,10.2,28.0,235.0
FULL-SIZE,3.6,6,A8,E,16.8,10.3,13.9,20.0,222.0
MID-SIZE,2.0,4,M6,X,9.4,6.5,8.1,35.0,186.0
MID-SIZE,2.4,4,A6,X,10.1,6.8,8.6,33.0,198.0
MID-SIZE,2.4,4,M6,X,10.5,6.7,8.8,32.0,202.0
MID-SIZE,2.0,4,A6,X,9.9,7.0,8.6,33.0,198.0
MID-SIZE,2.0,4,A6,E,14.2,9.8,12.2,23.0,195.0
MID-SIZE,2.4,4,A6,X,10.6,7.5,9.2,31.0,212.0
MID-SIZE,2.4,4,M6,X,10.2,7.0,8.8,32.0,202.0
MID-SIZE,1.4,4,M6,X,8.5,5.8,7.3,39.0,168.0
SUV - STANDARD,5.7,8,A8,X,17.3,10.8,14.4,20.0,331.0
SUV - STANDARD,3.6,6,A8,X,13.9,9.8,12.1,23.0,278.0
SUV - STANDARD,3.6,6,A8,E,17.7,13.0,15.6,18.0,250.0
MINIVAN,3.6,6,A6,X,13.7,9.4,11.8,24.0,271.0
MINIVAN,3.6,6,A6,E,19.2,13.1,16.5,17.0,264.0
SUV - SMALL,2.4,4,A4,X,12.7,9.1,11.1,25.0,255.0
SUV - SMALL,3.6,6,A6,X,14.5,9.9,12.4,23.0,285.0
SUV - SMALL,3.6,6,A6,X,14.2,9.4,12.0,24.0,276.0
SUV - SMALL,3.6,6,A6,E,18.9,12.9,16.2,17.0,259.0
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0
MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36.0,182.0
MINICOMPACT,1.4,4,M5,X,7.9,6.3,7.2,39.0,166.0
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0
MINICOMPACT,1.4,4,A6,X,8.7,6.9,7.9,36.0,182.0
MINICOMPACT,1.4,4,M5,X,7.6,5.9,6.8,42.0,156.0
MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36.0,179.0
STATION WAGON - SMALL,1.4,4,M6,X,9.3,7.2,8.4,34.0,193.0
VAN - CARGO,4.6,8,A4,X,17.7,14.4,16.2,17.0,373.0
VAN - CARGO,4.6,8,A4,E,24.1,19.2,21.9,13.0,350.0
VAN - CARGO,5.4,8,A4,X,19.3,14.7,17.2,16.0,396.0
VAN - CARGO,5.4,8,A4,E,24.9,19.6,22.5,13.0,360.0
VAN - PASSENGER,4.6,8,A4,X,18.6,14.6,16.8,17.0,386.0
VAN - PASSENGER,4.6,8,A4,E,25.5,20.0,23.0,12.0,368.0
VAN - PASSENGER,5.4,8,A4,X,20.6,15.5,18.3,15.0,421.0
VAN - PASSENGER,5.4,8,A4,E,26.7,20.5,23.9,12.0,382.0
SUV - SMALL,2.0,4,A6,X,11.3,7.9,9.8,29.0,225.0
SUV - SMALL,3.5,6,AS6,X,12.6,8.7,10.8,26.0,248.0
SUV - SMALL,3.5,6,AS6,X,13.3,9.3,11.5,25.0,264.0
SUV - SMALL,3.7,6,AS6,X,13.7,10.4,12.2,23.0,281.0
SUV - SMALL,1.6,4,AS6,X,10.4,7.4,9.1,31.0,209.0
SUV - SMALL,2.0,4,AS6,X,10.9,8.0,9.6,29.0,221.0
SUV - SMALL,2.5,4,AS6,X,10.9,7.5,9.4,30.0,216.0
SUV - SMALL,1.6,4,AS6,X,10.5,7.9,9.3,30.0,214.0
SUV - SMALL,2.0,4,AS6,X,11.2,8.5,10.0,28.0,230.0
SUV - STANDARD,5.4,8,A6,X,18.2,13.3,16.0,18.0,368.0
SUV - STANDARD,5.4,8,A6,E,24.5,18.0,21.6,13.0,346.0
SUV - STANDARD,2.0,4,A6,X,11.8,8.3,10.2,28.0,235.0
SUV - STANDARD,3.5,6,AS6,X,14.8,10.7,13.0,22.0,299.0
SUV - STANDARD,3.5,6,AS6,X,13.7,9.7,11.9,24.0,274.0
SUV - STANDARD,3.5,6,AS6,E,18.3,12.9,15.9,18.0,254.0
SUV - STANDARD,3.5,6,AS6,X,14.3,10.3,12.5,23.0,288.0
SUV - STANDARD,3.5,6,AS6,E,18.9,13.9,16.7,17.0,267.0
PICKUP TRUCK - STANDARD,3.5,6,A6,X,14.5,10.6,12.7,22.0,292.0
PICKUP TRUCK - STANDARD,3.5,6,AS6,X,14.6,10.6,12.8,22.0,294.0
PICKUP TRUCK - STANDARD,6.2,8,AS6,X,18.3,12.9,15.9,18.0,366.0
PICKUP TRUCK - STANDARD,3.5,6,A6,X,15.9,11.3,13.8,20.0,317.0
PICKUP TRUCK - STANDARD,3.5,6,AS6,X,15.4,11.0,13.4,21.0,308.0
PICKUP TRUCK - STANDARD,6.2,8,AS6,X,20.1,14.4,17.5,16.0,402.0
